address,attributes.AcceptsInsurance,attributes.AgesAllowed,attributes.Alcohol,attributes.Ambience.casual,attributes.Ambience.classy,attributes.Ambience.divey,attributes.Ambience.hipster,attributes.Ambience.intimate,attributes.Ambience.romantic,attributes.Ambience.touristy,attributes.Ambience.trendy,attributes.Ambience.upscale,attributes.BestNights.friday,attributes.BestNights.monday,attributes.BestNights.saturday,attributes.BestNights.sunday,attributes.BestNights.thursday,attributes.BestNights.tuesday,attributes.BestNights.wednesday,attributes.BikeParking,attributes.BusinessAcceptsBitcoin,attributes.BusinessAcceptsCreditCards,attributes.BusinessParking.garage,attributes.BusinessParking.lot,attributes.BusinessParking.street,attributes.BusinessParking.valet,attributes.BusinessParking.validated,attributes.ByAppointmentOnly,attributes.BYOB,attributes.BYOBCorkage,attributes.Caters,attributes.CoatCheck,attributes.Corkage,attributes.DietaryRestrictions.dairy-free,attributes.DietaryRestrictions.gluten-free,attributes.DietaryRestrictions.halal,attributes.DietaryRestrictions.kosher,attributes.DietaryRestrictions.soy-free,attributes.DietaryRestrictions.vegan,attributes.DietaryRestrictions.vegetarian,attributes.DogsAllowed,attributes.DriveThru,attributes.GoodForDancing,attributes.GoodForKids,attributes.GoodForMeal.breakfast,attributes.GoodForMeal.brunch,attributes.GoodForMeal.dessert,attributes.GoodForMeal.dinner,attributes.GoodForMeal.latenight,attributes.GoodForMeal.lunch,attributes.HairSpecializesIn.africanamerican,attributes.HairSpecializesIn.asian,attributes.HairSpecializesIn.coloring,attributes.HairSpecializesIn.curly,attributes.HairSpecializesIn.extensions,attributes.HairSpecializesIn.kids,attributes.HairSpecializesIn.perms,attributes.HairSpecializesIn.straightperms,attributes.HappyHour,attributes.HasTV,attributes.Music.background_music,attributes.Music.dj,attributes.Music.jukebox,attributes.Music.karaoke,attributes.Music.live,attributes.Music.no_music,attributes.Music.video,attributes.NoiseLevel,attributes.Open24Hours,attributes.OutdoorSeating,attributes.RestaurantsAttire,attributes.RestaurantsCounterService,attributes.RestaurantsDelivery,attributes.RestaurantsGoodForGroups,attributes.RestaurantsPriceRange2,attributes.RestaurantsReservations,attributes.RestaurantsTableService,attributes.RestaurantsTakeOut,attributes.Smoking,attributes.WheelchairAccessible,attributes.WiFi,business_id,categories,city,hours.Friday,hours.Monday,hours.Saturday,hours.Sunday,hours.Thursday,hours.Tuesday,hours.Wednesday,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
431 Market St,,,none,False,False,False,False,False,False,False,True,False,,,,,,,,,,True,False,False,False,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,False,False,True,,,,,,,,,,False,,,,,,,,loud,,True,casual,,False,False,1.0,False,False,True,,,,bITJXsOT4hCqahJc1dHMDQ,"Greek, Restaurants",Pittsburgh,11:0-21:0,11:0-21:0,11:0-21:0,11:0-19:0,11:0-21:0,11:0-21:0,11:0-21:0,0,40.4411343,-80.0026106,My Big Fat Greek Gyro,Downtown,15222,23,3.0,PA
431 Market St,,,,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,,,,,,,,,,False,,,,,,,,average,,True,casual,,False,True,1.0,False,False,True,,,,XrpWb4vB7-1z26OreeCD2w,"Restaurants, Greek",Pittsburgh,11:0-19:0,11:0-19:0,12:0-19:0,,11:0-19:0,11:0-19:0,11:0-19:0,1,40.4411266,-80.0025216,The Simple Greek,Downtown,15222,69,3.5,PA
3536 Saw Mill Run Blvd,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,,,,,,6eBYh0NQ80cCAmC4ajlKuQ,"Ice Cream & Frozen Yogurt, Restaurants, Chicken Shop, Burgers, Food",Pittsburgh,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,1,40.3723038,-79.982203,BurghBurgers,,15227,9,4.0,PA
1625 Pennsylvania Ave,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,False,,True,,,,IgK6pMqEJ7vQS2-2qMl2vw,"Restaurants, Salad, Pizza, Chicken Wings",West Mifflin,11:0-0:0,11:0-22:0,11:0-23:0,12:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,1,40.361845,-79.858549,Pizza Bistro,,15122,3,3.5,PA
947 Western Ave,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,False,True,False,False,True,False,False,,,,False,,,,,,,,,,False,,,True,True,False,False,False,False,False,,,,,,,,,,True,,,,,,,,average,,False,casual,,False,True,1.0,True,True,True,,False,no,uXft-y53ujmlAt0SH-5KYg,"Burgers, Breakfast & Brunch, Restaurants, Diners, Sandwiches, Food, Coffee & Tea, Greek",Pittsburgh,6:0-18:0,6:0-18:0,6:0-15:0,7:0-15:0,6:0-18:0,6:0-18:0,6:0-18:0,1,40.4514362,-80.0183074,Lindos Restaurant,North Side,15233,46,3.5,PA
3134 Millers Run Rd,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,True,False,False,False,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,average,,,casual,,False,False,2.0,False,True,True,,,,Q9OW5SmEvK3CisK5vlMVpg,"Delis, Restaurants",Cecil,,,,,,,,1,40.3217042,-80.1993564,Defelice's Deli,,15321,7,3.5,PA
6050 Robinson Ctr,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,True,False,False,False,,,,True,,,,,,,,,,,False,,True,False,False,False,True,False,True,,,,,,,,,,True,,,,,,,,loud,,False,casual,,False,True,2.0,True,True,True,,,free,66Y5ExfpgdEFIDqXSQeyiQ,"Restaurants, Burgers, American (Traditional), Barbeque",Robinson Township,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,1,40.45063745,-80.16058595,Smokey Bones Bar & Fire Grill,,15205,77,3.5,PA
463 Blvd of the Allies,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,,,,,,,,,,,,,False,False,True,True,False,True,False,True,,,,,,,,,True,False,,,,,,,,average,,False,casual,,False,True,2.0,True,True,False,,,free,sz6_gKcHjtcpWKIZLXV85w,"Seafood, Breakfast & Brunch, Nightlife, Restaurants, Bars, American (Traditional)",Pittsburgh,8:0-23:0,8:0-22:0,8:0-23:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,1,40.437299,-79.9984685,"Or, The Whale",Downtown,15219,155,4.0,PA
808 Liberty Ave,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,False,False,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,False,False,True,,,,,,,,,,True,,,,,,,,average,,False,casual,,False,True,1.0,False,False,True,,,no,dfVmClBit5Hd7u9_lFY1Lg,"American (Traditional), Restaurants, Sandwiches, Cheesesteaks",Pittsburgh,,,,,,,,1,40.4425142,-79.9987478,Penn Station East Coast Subs,Downtown,15222,27,3.0,PA
200 Monroeville Mall,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,casual,,,True,1.0,False,False,,,,,erxmOSNUvDCmglakNyWfKw,"Mexican, Restaurants",Monroeville,,,,,,,,0,40.4291832,-79.7954593,Madres Mexican,,15146,7,2.5,PA
169 Jamison Ln,,,,,,,,,,,,,,,,,,,,False,,True,False,False,False,False,False,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,False,,,,,,,,,,False,casual,,False,True,1.0,False,,True,,,,ttKbmaIhQREGeT2esJnIMQ,"Restaurants, Food, Ice Cream & Frozen Yogurt, Fast Food",Monroeville,,,,,,,,1,40.42774182,-79.78857979,Dairy Queen,,15146,4,4.5,PA
4851 Clairton Blvd,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,True,False,False,False,,,,False,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,False,,,,,,,,quiet,,False,casual,,False,False,1.0,False,False,True,,,no,wA2xaBsT8d2opW_jYe1XLA,"Restaurants, Pizza",Pittsburgh,,,,,,,,1,40.3499998,-79.9763527,Danny's Pizza,,15236,18,4.0,PA
414 Hawkins Ave,,,full_bar,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,,True,False,False,False,False,False,,,,True,False,,,,,,,,,,,False,True,False,False,False,False,False,True,,,,,,,,,True,True,False,False,False,False,False,False,False,average,,False,casual,,False,True,2.0,False,True,True,no,,no,PMMp2rBcs58y5kLP96HUaw,"American (New), Sandwiches, Bars, Nightlife, Restaurants, Lounges",Braddock,10:0-20:0,,10:0-16:0,,10:0-19:0,10:0-19:0,10:0-19:0,1,40.413709,-79.880269,Emil's Lounge,,15104,42,4.5,PA
5892 Ellsworth Ave,,,,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,False,,,,,,,,average,,False,casual,,False,True,1.0,False,,True,,,free,7_vGbkiXM_eyVtIxmc0rFQ,"Restaurants, Juice Bars & Smoothies, Food, Cafes",Pittsburgh,9:0-18:0,9:0-18:0,10:0-17:0,,9:0-18:0,9:0-18:0,9:0-18:0,0,40.4580184,-79.9275787,Living Juicy,Shadyside,15232,13,4.5,PA
113 Cavasina Dr,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,True,False,False,False,False,False,,,,,,,,,,,,,,,True,,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,casual,,False,True,1.0,False,,True,,,free,kE7_pIsUavOAQ9LSRcKCWg,"Restaurants, Burgers, Fast Food",Canonsburg,,,,,,,,1,40.2634088,-80.1738737,Wendy's,,15317,6,2.0,PA
6409 Brownsville Rd,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,False,False,True,False,True,False,False,False,,,,False,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,True,,,,,,,,average,,False,casual,,False,True,1.0,False,True,True,,True,free,ym7uH6ZpCfKQ1Of7eaYGCA,"Restaurants, Pizza",Pittsburgh,11:0-23:0,11:0-22:0,11:0-23:0,12:0-20:0,11:0-22:0,11:0-22:0,11:0-22:0,1,40.31836,-79.9958954,Donte's Pizzeria,,15236,38,4.5,PA
200 Shiloh St,,,full_bar,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,True,True,False,True,False,False,,,,False,False,,,,,,,,,False,,False,False,False,True,False,False,False,False,,,,,,,,,True,False,False,False,False,False,False,False,False,average,,False,casual,,False,True,2.0,False,True,True,no,False,free,7mOWMhlibS62hedb1m5A3Q,"Nightlife, Restaurants, Lounges, Wine Bars, Bars, Pubs, Cocktail Bars, American (New)",Pittsburgh,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,1,40.43071171,-80.00749105,The Summit,Mt. Washington,15211,121,4.5,PA
461 Perry Hwy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6zm33qiJAMtjMSXGlfIFKA,"Pizza, Restaurants",Pittsburgh,,,,,,,,0,40.5203048,-80.0328622,Bella Donne Pizza,,15229,3,2.5,PA
5527 Walnut St,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,False,,,,,,,,quiet,,False,casual,False,False,True,2.0,False,True,True,,False,no,l6ZrDTwUHZebCG3C9Va3Dw,"Peruvian, Latin American, Restaurants",Pittsburgh,10:0-20:30,10:0-20:30,10:0-20:30,10:0-15:0,10:0-20:30,10:0-20:30,10:0-20:30,1,40.451707,-79.9328251,La Feria,Shadyside,15232,94,4.0,PA
238 Spahr St,,,none,False,False,False,False,True,True,False,False,False,,,,,,,,False,,False,False,False,True,False,False,,,yes_corkage,True,,,,,,,,,,,,,False,False,False,False,True,False,False,,,,,,,,,,False,,,,,,,,average,,True,casual,,False,True,2.0,True,True,True,,True,no,A21FJqt8jIE6w0hdzmvnmg,"Restaurants, Mediterranean, Portuguese",Pittsburgh,17:0-23:0,,17:0-23:0,,17:0-22:0,17:0-22:0,17:0-22:0,1,40.4578271,-79.9275319,Cafe Zinho,Shadyside,15232,80,4.0,PA
4517 Butler St,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,False,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,True,,,,,,,,quiet,,False,casual,,False,True,2.0,False,True,True,,,free,MtjOk7u7sp3yWyzscAIG4Q,"Bars, Nightlife, Restaurants, Cuban",Pittsburgh,11:30-22:0,,11:30-22:0,,11:30-22:0,11:30-22:0,11:30-22:0,0,40.472751,-79.959173,Salud,Lawrenceville,15201,41,4.0,PA
2280 Lebanon Church Rd,,,none,,,,,,,,,,,,,,,,,False,,True,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,False,casual,,False,True,1.0,False,,True,,,,ByNk-TOnPjoAKrk8NjCW9g,"Fast Food, Burgers, Restaurants",West Mifflin,,,,,,,,1,40.3484629,-79.9428923,Wendy's,,15122,4,3.0,PA
428 S 27th St,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,True,False,True,False,False,,,,False,,,,,,,,,,False,,,True,False,False,False,True,False,True,,,,,,,,,,True,,,,,,,,average,,True,casual,,False,True,2.0,True,True,True,,True,free,av_-ePHJwSSqMtTQbNoL7g,"Restaurants, Mongolian, Asian Fusion, Do-It-Yourself Food, Food",Pittsburgh,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,1,40.4282695,-79.9657172,BD's Mongolian Grill,South Side,15203,150,3.5,PA
2558 Main St,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,,quiet,,False,casual,,True,True,1.0,False,False,True,,,no,vbqZcwnXLdOFkZ4myfOTvw,"Restaurants, Pizza, Italian",Penn Hills,11:0-21:0,11:0-21:0,11:0-22:0,14:0-20:0,11:0-21:0,11:0-21:0,11:0-21:0,1,40.4718347,-79.7874399,Universal Pizza,,15235,9,2.5,PA
3230 Lebanon Church Rd,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,False,False,False,False,,,,True,,,,,,,,,,,,,True,False,False,True,False,False,False,,,,,,,,,,True,,,,,,,,average,,True,casual,,False,True,2.0,True,True,True,,,,ZvEJiX8HBIForfbHOfqpmQ,"Sandwiches, Steakhouses, American (Traditional), Restaurants",West Mifflin,11:0-0:0,11:0-0:0,11:0-0:0,,11:0-0:0,11:0-0:0,11:0-0:0,1,40.3506026,-79.9231448,Skyvue Restaurant,,15122,38,3.5,PA
1501 E Carson St,,,,,,,,,,,,,,,,,,,,True,,True,False,False,False,False,False,,,,True,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,True,,,,,,,no,MnveklSsns2LyYj4Mrx84g,"American (New), Restaurants",Pittsburgh,,,,,,,,1,40.4289137,-79.9833396,Finn McCools,South Side,15203,14,3.0,PA
219 Fourth Ave,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,True,,,,,,,,,,False,,,True,False,False,False,True,True,True,,,,,,,,,,False,,,,,,,,average,,False,casual,,True,True,2.0,False,False,True,,True,no,Zd9VJFJjfaadaJmCMFv-RQ,"Restaurants, Food, Mediterranean, Food Delivery Services, Pizza",Pittsburgh,0:0-0:0,10:0-1:0,10:0-2:0,11:0-1:0,10:0-0:0,10:0-1:0,10:0-1:0,1,40.4399009,-80.0023653,Ephesus Mediterranean Kitchen,Downtown,15222,111,3.5,PA
1916 Smallman St,,,full_bar,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,,True,False,False,False,False,False,,,,,True,,,,,,,,,,,True,False,False,False,False,False,False,False,,,,,,,,,True,False,False,True,False,False,False,False,False,loud,,False,dressy,,False,True,2.0,True,True,False,no,,no,oJsfjG1uh6jopK6Kc-3pdQ,"Lounges, Restaurants, Nightlife, American (New), Bars, Sandwiches",Pittsburgh,17:0-2:0,,17:0-2:0,,17:0-22:0,,17:0-22:0,1,40.4515167,-79.9849613,Cavo Nightclub,Strip District,15222,53,4.0,PA
11978 Perry Hwy,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,True,False,False,False,,,,True,,,,,,,,,,,,,True,False,False,True,False,False,False,,,,,,,,,,True,,,,,,,,quiet,,True,casual,,False,True,2.0,True,True,True,,,no,LmYBebTFfft94uYljKptgA,"Mexican, Restaurants",Wexford,11:0-23:0,11:0-22:0,11:30-23:0,11:30-21:0,11:0-22:0,11:0-22:0,11:0-22:0,0,40.6329702,-80.0590945,El Campesino,,15090,17,3.0,PA
245 Lancaster Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,casual,,False,,1.0,False,True,True,,,,OEDgpWG0PGNJcY3aK1OXcw,"Restaurants, Pizza",Frazer,,,,,,,,1,40.04061,-75.543159,Mediterranio Pizzeria,,19355,4,4.0,PA
1719 Murray Ave,,,,,,,,,,,,,,,,,,,,True,,True,False,False,False,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,False,,,,,,,,average,,False,casual,,False,True,1.0,False,,True,,,,YVlNo_aIX0CNp4R7ZAKbFg,"Bakeries, Sandwiches, Restaurants, Food, Bagels, Breakfast & Brunch",Pittsburgh,5:30-17:0,5:30-17:0,6:0-16:0,6:0-16:0,5:30-17:0,5:30-17:0,5:30-17:0,1,40.437442,-79.9228098,Bruegger's Bagels,Squirrel Hill,15217,16,2.5,PA
333 Main St,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,True,,,,,,,,,,,,,True,False,True,False,True,False,False,,,,,,,,,,True,,,,,,,,average,,False,casual,,False,True,2.0,False,True,True,,,free,3YWxVDgKctiVBCSXFEuWcg,"Restaurants, American (Traditional), Chicken Wings",Irwin,7:0-21:0,,7:0-21:0,7:0-14:0,7:0-21:0,7:0-21:0,7:0-21:0,1,40.3321043,-79.710616,Colonial Grille,,15642,30,4.0,PA
317 S Craig St,,,full_bar,False,True,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,True,,,,,,,,,,,,,False,False,False,False,True,False,False,,,,,,,,,,True,,,,,,,,quiet,,True,casual,,False,True,2.0,True,True,False,,,no,Z6_gRH_m8FQlKgsNkZKmTg,"Restaurants, Italian, Seafood",Pittsburgh,17:0-22:0,17:0-21:0,17:0-22:0,16:30-21:0,17:0-21:0,17:0-21:0,17:0-21:0,1,40.4451653,-79.9485397,Lucca,Oakland,15213,106,3.5,PA
4028 Beechwood Blvd,,,none,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,casual,,False,False,1.0,False,False,True,,True,,FLy12rk1O6hpxuYzov9m-A,"Restaurants, Sandwiches, Fast Food",Pittsburgh,,,,,,,,1,40.4271791,-79.9377642,Subway,Greenfield,15217,3,4.0,PA
5524 Walnut St,,,,,,,,,,,,,,,,,,,,True,,True,False,False,True,False,False,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,1.0,,,True,,True,free,AMGe9WK6bxiEkTYNj_cx0w,"Coffee & Tea, Coffee Roasteries, Restaurants, Food, Cafes",Pittsburgh,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,1,40.4512442,-79.9327342,The Coffee Tree Roasters,Shadyside,15232,121,3.5,PA
413 S Craig St,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,False,no,False,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,True,,,,,,,,average,,True,casual,True,False,True,2.0,False,True,True,,True,no,e9KXojla4OuVP7qcC5LNsg,"Restaurants, American (Traditional)",Pittsburgh,11:30-22:0,11:30-21:0,11:30-22:0,12:0-21:0,11:30-21:0,11:30-21:0,11:30-21:0,1,40.4448085,-79.9484522,Union Grill,Oakland,15213,328,4.0,PA
641 North Ave,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,True,False,True,False,False,True,False,False,,,,True,,,,,,,,,,True,,,True,False,False,False,False,False,False,,,,,,,,,,False,,,,,,,,quiet,,True,casual,,True,False,2.0,False,False,True,,False,no,nqcpabHusqPmCoel5U6SPg,"Restaurants, Chicken Wings, Italian, Pizza",Millvale,11:0-0:0,11:0-23:0,11:0-0:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-23:0,1,40.4867289,-79.973769,Franks Pizza & Chicken,,15209,22,4.0,PA
1324 E Carson St,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,False,False,True,False,False,True,False,False,,,,True,,,,,,,,,,False,False,,True,False,False,False,False,False,False,,,,,,,,,,False,,,,,,,,average,,False,casual,,True,True,2.0,False,False,True,,True,no,AyamCmzsGAVluH8MDQsJbA,"Chicken Wings, Restaurants, Burgers, Sandwiches",Pittsburgh,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,1,40.4286261,-79.9842573,Big Shot Bob's House of Wings - South Side,South Side,15203,26,4.0,PA
424 Allegheny River Blvd,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,True,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,,,,,,False,,,,,,,,quiet,,False,casual,,,False,,True,True,,,,no,3cwgVNwiVX3gVw2tsgIaWw,"Restaurants, Italian, Cafes",Oakmont,,,,,,,,0,40.51705,-79.842555,Cafe Vita,,15139,7,4.0,PA
741 Fifth Ave,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,False,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,True,,,,,,,,average,,False,casual,,False,True,2.0,False,False,True,,,no,xeCqEmjQi0M0dlf4DXcugA,"Italian, Restaurants, Pizza",Pittsburgh,10:0-2:0,10:0-1:0,10:0-2:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,1,40.43891275,-79.99399379,Pizza Bosa,Downtown,15219,22,3.0,PA
1041 Freeport Rd,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,False,False,True,False,True,False,False,False,,,,True,,,,,,,,,,False,,,True,False,False,False,False,False,True,,,,,,,,,,True,,,,,,,,average,,True,casual,,True,True,2.0,True,True,True,,True,free,q6BzQz426uH6rB7bmZvexQ,"Bars, Pizza, Restaurants, Food, Italian, Fast Food, American (Traditional), Nightlife, Beer, Wine & Spirits",Pittsburgh,11:0-22:0,11:0-21:0,11:0-22:0,12:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,0,40.48818638,-79.88544064,la Cappella,,15238,43,3.0,PA
1500 Washington Rd,,,full_bar,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,,True,True,False,False,False,False,,,,False,False,,,,,,,,,,,False,True,False,False,False,True,False,True,,,,,,,,,True,True,True,False,False,False,False,False,False,average,,True,casual,,True,True,2.0,True,True,True,no,False,no,AThUjgEmgHgVdD242hjsAg,"Bars, American (New), Restaurants, Nightlife",Pittsburgh,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,1,40.3570036,-80.051746,Houlihan's Mt. Lebanon,,15228,65,3.5,PA
2100 Greentree Rd,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,True,False,False,False,,,,False,,,,,,,,,,False,,,True,False,False,False,True,False,True,,,,,,,,,,True,,,,,,,,average,,False,casual,,False,True,3.0,True,True,True,,True,no,DPT4j7kxjLt332YMwFLkww,"Restaurants, Sushi Bars, Japanese, Nightlife",Pittsburgh,11:30-23:0,11:30-22:0,12:0-23:0,12:0-21:0,11:30-22:0,11:30-22:0,11:30-22:0,1,40.3921633,-80.0702316,Benihana,,15220,73,3.0,PA
155 McMurray Road,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,True,False,False,False,,,,False,,,,,,,,,,,False,,True,False,True,False,False,False,False,,,,,,,,,,False,,,,,,,,average,,False,casual,,False,True,1.0,False,True,True,,,no,3JyqPFOCUHFczVSfiw518w,"American (Traditional), Burgers, Restaurants, Breakfast & Brunch",Pittsburgh,6:0-22:0,6:0-21:0,6:0-22:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,1,40.3253415,-80.0649737,Kings,,15241,18,2.5,PA
6738 Reynolds St,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,True,False,False,,,,,,,,,,True,,,,,,,,average,,True,casual,,False,True,2.0,True,True,True,,True,no,rUy2MtHyFv8pI7FOW1DE8w,"Restaurants, Tapas\/Small Plates, Italian",Pittsburgh,16:0-22:0,,16:0-22:0,,16:0-22:0,16:0-22:0,16:0-22:0,1,40.4502491,-79.9145149,Pino's Contemporary Italian Restaurant & Wine Bar,Point Breeze,15206,89,3.0,PA
,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,False,False,,,,True,,,,,,,,,,True,,,True,False,False,False,False,False,True,,,,,,,,,,False,,,,,,,,average,,True,casual,,False,True,2.0,False,False,True,,,no,AanIRR6tCCgIO7OibuvE5A,"Food Trucks, Food, Restaurants, Sandwiches",Pittsburgh,11:30-13:30,,16:30-19:30,,17:0-21:0,,16:0-20:0,1,40.4417703,-80.0870155,Pittsburgh Sandwich Society,,15205,16,4.5,PA
307 Hulton Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,evWjIBX1XbGHVfs6x3dr0Q,"Restaurants, Food, Grocery, Fast Food",Pittsburgh,9:0-17:0,9:0-17:0,10:0-16:0,,9:0-17:0,9:0-17:0,9:0-17:0,1,40.489745,-79.819482,Pirollo's Delicatessen & Take-Out,,15235,6,5.0,PA
412 S Craig St,,,beer_and_wine,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,average,,False,casual,False,True,True,2.0,True,True,True,,True,,3frFidAcPVYAFB2RxxkIdA,"Indian, Pakistani, Restaurants",Pittsburgh,,,,,,,,0,40.4448167,-79.9489713,Star of India,Oakland,15213,18,3.5,PA
591 Clairton Blvd,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,True,False,False,False,,,,False,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,True,,,,,,,,average,False,False,casual,,False,True,2.0,False,True,True,,True,no,dfAWV-VltqFxkhlYu3PekA,"Restaurants, Buffets",Pleasant Hills,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,0,40.3326499,-79.9460512,Yu's Old Town Buffet,,15236,10,3.5,PA
